irn,EventID,Type,Status,Title,Section,Commenced,Completed,Description,Locality,Organizer,Curator,Designer,ObjectIDs
5131,EX2018.12,Exhibition,Completed,"Sensual/Sexual/Social: The Photography of George Platt Lynes","AWC",2018-09-30,2019-02-24,"Explore the artistic legacy of renowned, American photographer George Platt Lynes through this exhibition of photographs from the collection of the Kinsey Institute, Indiana University. Lynes’ visionary work catapulted him to notoriety as a New York-based commercial fashion and ballet photographer, but resulted in his drift from the spotlight when it was revealed that he photographed male nudes as well. Lynes also turned his lens on his social circle—the artistic and literary minds of the mid-20th century—who accepted him as a gay man during a period of harsh anti-LGBT laws in America. Learn about Lynes’ groundbreaking work with lighting and darkroom manipulation and his personal passion, the male nude, considered taboo and illegal in the 1930s and ‘40s.",Internal,"","Preston Bautista | Anne Young | Robin Lawrence","Phil Lynam",92461 | 92462 | 92463 | 92464 | 92465 | 92466 | 92467 | 92468 | 92469 | 92470 | 92471 | 92472 | 92473 | 92474 | 92475 | 92476 | 92477 | 92478 | 92479 | 92480 | 92481 | 92482 | 92483 | 92484 | 92485 | 92486 | 92487 | 92488 | 92489 | 92490 | 92491 | 92492 | 7845 | 92493 | 92494 | 92495 | 92497 | 93358 | 92496 | 92498 | 92500 | 92502 | 92501 | 83300 | 92504 | 92506 | 92507 | 92508 | 92511 | 92509 | 92514 | 92512 | 16600 | 92515 | 31627 | 91890 | 92516 | 92517 | 22113 | 92518 | 92519 | 92520 | 92521 | 92524 | 92526 | 92527 | 92528 | 34304 | 92529 | 21162 | 92530 | 32772 | 834 | 92531 | 92532 | 46676 | 92533 | 3235 | 92534 | 1740 | 34248 | 92535 | 92537 | 92538 | 92539 | 92540 | 92541 | 92542 | 92544 | 92545 | 92546 | 92547 | 92548 | 92549 | 92550 | 92551 | 92552 | 92553 | 92554 | 92555 | 92556 | 92557 | 92558 | 92559 | 92560 | 92561 | 92562 | 92563 | 92564 | 92565 | 92566 | 92567 | 92568 | 92569 | 92570 | 92571 | 92572 | 92573 | 92574 | 92575 | 92576 | 92577 | 92578 | 92579 | 92580 | 16414 | 92581 | 92582 | 92583 | 92584 | 92585 | 92587 | 92588 | 92589 | 92590 | 92591 | 92592 | 92593 | 92594 | 92595 | 92596 | 60170 | 93356 | 93468 | 94527
5194,EX2018.14,Exhibition,Completed,"Summer Wonderland: Spectacular Creatures (preview installation)","Efroymson Family Entrance Pavilion",2018-02-09,2018-06-01,"***This is the preview installation***\The Cracking Art movement was born in 1993: the main intention is to radically change the history of art through a strong social and environmental commitment in conjunction with a revolutionary use of plastic materials in order to investigate the close relationship between natural and artificial reality. This exhibition will include brightly colored plastic animals created by the Cracking Art Group that will be installed throughout the campus.\\This preview includes the installation of one large blue snail in Efroymson.\\This will be the initial *preview* installation (sort of sneak peak) before the full installation that will occur on June 1st, 2018.",Internal,"","Preston Bautista","Phil Lynam",91491 | 94527
4962,EX2018.15,Exhibition,Completed,"Bes-Ben: The Mad Hatter of Chicago","Paul Galleries",2018-04-20,2019-01-06,"A potential traveling exhibition organized by the IMA with loans from other institutions by Chicago’s “Mad Hatter” Bes-Ben. This will be the first exhibition devoted to this artist. Benjamin Green-Field (1898–1988) was Chicago’s “Mad Hatter” for forty-nine years. He started his millinery shop with his sister, Bessie (the Bes of Bes-Ben), in the late 1920s and was regarded as one of America’s most famous milliners. His creations were worn by many of the wealthiest women of Chicago and the Midwest. Celebrities, such as Hedda Hopper, Marlene Dietrich, Elizabeth Taylor, Judy Garland and Gracie Allen, were among some of his clients.",Internal,"","Niloo Imami-Paydar","Phil Lynam",92753 | 60857 | 29061 | 61809 | 61320 | 61811 | 92748 | 34006 | 92752 | 65209 | 61810 | 65191 | 65206 | 65202 | 65210 | 23552 | 65208 | 91737 | 65207 | 65205 | 61782 | 60861 | 61326 | 61783 | 12580 | 61812 | 61784 | 61785 | 61319 | 60860 | 61781 | 60858 | 65203 | 92747 | 60859 | 23334 | 60856 | 23955 | 92749 | 9022 | 10527 | 19297 | 25223 | 31678 | 11366 | 10608 | 32601 | 28165 | 33307 | 61322 | 25644 | 92750 | 35005 | 65190 | 61323 | 36828 | 15143 | 61321 | 92751 | 61443 | 21445 | 61324 | 27935
5203,EX2018.16,Exhibition,Completed,"Inspired by Spring","Lilly House",2018-03-23,2018-10-21,"Opening in conjunction with Spring Blooms, this will be an exhibition of photography created by Newfields staff, volunteers, and interns.  This exhibition is intended to serve as inspiration for our guests and encourage them to get out into the gardens and create their own imagery. In tandem with this exhibition, we will launch a photography contest where guests are encouraged to submit their own imagery of this years’ Spring Blooms exhibition in several categories. These submissions will scroll on a monitor within the exhibition.  Winners will be announced weekly and there will be prizes given. Once spring blooms closes, a third room will open where winners of the contest will have their works printed and displayed.",Internal,"","Tascha Horowitz","",
5267,EX2018.17,Exhibition,Completed,"Juried Exhibition of Student Art, International Violin Competition of Indianapolis","Waller Gallery",2018-06-15,2018-07-28,"Juried Exhibition of Student Art (JESA) is a statewide interdisciplinary program introducing art students to the music of the violin.  During the last competition (2014), over 21,000 students and more than 155 schools in 56 Hoosier counties participated in JESA.\\Open to students in grade 1-12, JESA integrates music, art, and literature in lesson plans to give students an opportunity to discover new dimensions of creativity as they visually interpret themes related to the violin.  JESA information is sent to every art teacher in Indiana registered with the Indiana Department of Education (public, private, charter, and homeschooled students).",Internal,"","","",
5271,EX2018.18,Exhibition,Completed,"Winterlights","Campus",2018-11-18,2019-01-06,"An elaborate holiday lights installation beginning in the Efroymson Family Entrance Pavilion and leading to and throughout the gardens.",Internal,"","Jonathan M. Wright","Phil Lynam",
5389,EX2018.21,Exhibition,Completed,"Deck the Halls at Lilly House","",2018-11-14,2019-01-06,"",Internal,"","","",35283 | 15727 | 1593 | 22030 | 16613 | 56815 | 56839 | 56731 | 56837 | 56841 | 56893 | 56895 | 3423 | 14937 | 48010 | 48011 | 48012 | 48013 | 48014 | 48015 | 21924 | 7741 | 29176 | 20655 | 15036 | 3052 | 58545 | 25984 | 4599 | 83435 | 56197 | 83436 | 6594 | 58657 | 35635 | 59747 | 59746 | 59748 | 59749 | 59750 | 59751 | 59744 | 59743 | 59742 | 17814 | 20983 | 59735 | 59736 | 59737 | 59738 | 59739 | 59740 | 53701 | 14727 | 19357 | 32058 | 14728 | 46592 | 46593 | 61883 | 61882 | 5537 | 20887 | 63672 | 57382 | 17149 | 57383 | 30155 | 25971 | 2123 | 10269 | 25037 | 14667 | 9843 | 35298 | 58656 | 33227 | 6752 | 3980 | 21442 | 59860 | 59862 | 11835 | 20614 | 31405 | 3901 | 78864 | 3475 | 5301 | 78865 | 11836 | 82699 | 56816 | 56819 | 56822 | 56825 | 24859 | 59870 | 62744 | 56543 | 56544 | 57437 | 57438 | 19245 | 19246 | 56733 | 56734 | 56735 | 56736 | 56737 | 56738 | 56745 | 56746 | 56747 | 56748 | 56749 | 56750 | 56800 | 56799 | 56809 | 56810 | 56812 | 56813 | 93498 | 93499 | 93500 | 93501 | 93502 | 93503 | 93517 | 93518 | 93519 | 93520 | 93521 | 93522 | 93545 | 93546 | 93547 | 93548 | 93549 | 93550 | 93557 | 93558 | 93559 | 93560 | 93561 | 93562 | 93569 | 93570 | 93571 | 93573 | 93572 | 93574 | 93581 | 93582 | 93583 | 93584 | 93585 | 93586 | 93616 | 93617 | 93618 | 93619 | 93620 | 93621
5391,EX2018.22,Exhibition,Completed,"Inspired by Spring (Phase 2)","Lilly House",2018-06-08,2018-10-21,"Opening in conjunction with Spring Blooms, this will be an exhibition of photography created by Newfields staff, volunteers, and interns.  This exhibition is intended to serve as inspiration for our guests and encourage them to get out into the gardens and create their own imagery. In tandem with this exhibition, we will launch a photography contest where guests are encouraged to submit their own imagery of this years’ Spring Blooms exhibition in several categories. These submissions will scroll on a monitor within the exhibition.  Winners will be announced weekly and there will be prizes given. Once spring blooms closes, a third room will open where winners of the contest will have their works printed and displayed.",Internal,"","Tascha Horowitz","",
5429,EX2018.23,Exhibition,Completed,"86th Annual Juried Exhibition of Indiana Artists, Inc.","Bret Waller Gallery",2018-04-13,2018-06-09,"The purpose of the Indiana Artists is to hold statewide exhibitions and demonstrations as well as provide social interaction among its members. A board of directors, elected yearly, leads the organization. The Indiana Artists has shown annual exhibits since its inception and since 1992 has held the Annual Juried Exhibition at the Indianapolis Museum of Art.",Internal,"","","",
5274,EX2019.1,Exhibition,Completed,"Life and Legacy: Portraits from the Clowes Collection","AWC",2019-05-04,2019-08-18,"This focused exhibition in the AWC galleries will spotlight the life and legacy of the IMA’s greatest benefactor, Dr. George H. A. Clowes (1877-1958), by examining a large group of Old Master paintings that occupied a special place in his collection: the portraits.",Internal,"","Kjell Wangensteen","Phil Lynam",33140 | 3997 | 35955 | 26105 | 27005 | 4548 | 5579 | 8915 | 28446 | 34519 | 18347 | 3964 | 36560 | 21246 | 25772 | 17437 | 20549 | 11132 | 12653 | 265 | 26457 | 13092 | 32666 | 34833 | 36889 | 63810 | 4789 | 71337 | 21244 | 35282 | 6984 | 17237 | 33886 | 34553 | 78863 | 77339 | 53745 | 42839 | 48833 | 54459 | 84943 | 60768 | 60769 | 83871 | 69229 | 82907 | 82908 | 83824 | 61523 | 58831 | 54462 | 83908 | 82890 | 48005 | 48006 | 83916 | 83917 | 83934 | 83935 | 83936 | 60770 | 83854 | 59225 | 63746 | 63747 | 59224 | 61888 | 61889 | 95908 | 95912 | 95911 | 95909 | 95910 | 95914 | 95915 | 95916 | 94527
5275,EX2019.2,Exhibition,Completed,"A Brush With Beauty: Japanese Paintings in Ink, Color, and Gold","AWC",2019-10-26,2020-01-26,"We have one of the best collections of Edo period (1600–1868) Japanese paintings in the United States. The rich collection features signature paintings by important artists from all the major schools of Japanese painting. \It has been over a decade since the IMA’s Japanese paintings were sent on an extended tour to Japan. In preparation for the upcoming major exhibition, these internationally renowned masterworks will have been off view for 3 years.",Internal,"","John Teramoto","Phil Lynam",46921 | 9482 | 18855 | 28042 | 15502 | 13428 | 2797 | 27428 | 88554 | 777 | 15067 | 15160 | 26219 | 11603 | 4051 | 4593 | 4592 | 38375 | 26054 | 35590 | 25328 | 38376 | 33410 | 38377 | 38378 | 17642 | 6454 | 25011 | 36624 | 19781 | 27191 | 15921 | 38381 | 23094 | 19279 | 4125 | 21578 | 38385 | 38386 | 18509 | 38387 | 27537 | 37150 | 15975 | 15973 | 6081 | 15890 | 38390 | 4358 | 35062 | 7606 | 8768 | 17334 | 17335 | 10205 | 38286 | 38288 | 40918 | 60190 | 61951 | 46865 | 62684 | 61986 | 61987 | 62494 | 94459 | 63619 | 63620 | 66438 | 67600 | 70150 | 69870 | 71835 | 76090 | 76174 | 76175 | 76730 | 81519 | 81501 | 81491 | 83636 | 83448 | 83450 | 83451 | 84309 | 94460 | 89157 | 89158 | 91384 | 91552 | 93458 | 93758 | 93759 | 93459 | 93760 | 93762 | 95004 | 95006 | 95007
5276,EX2019.3,Exhibition,Completed,"Orchids","Greenhouse/Waller Gallery",2019-02-08,2019-03-03,"",Internal,"","Sue NordPeiffer","Phil Lynam",
5277,EX2019.4,Exhibition,Completed,"Spring Blooms","Gardens/Grounds",2019-03-22,2019-05-26,"",Internal,"","Jonathan M. Wright","Phil Lynam",
5281,EX2019.6,Exhibition,Completed,"Studio Drift: Meadow","Efroymson Family Entrance Pavilion",2019-02-22,2020-02-23,"Meadown is a light sculpture that unfolds and retreats in a fascinating choreography mirroring that of real flowers.",Internal,"","Daniel Mason","Phil Lynam",94482 | 94527
5282,EX2019.7,Exhibition,Completed,"Fashion Redefined: Miyake, Kawakubo, Yamamoto","W308, W309",2019-04-28,2020-01-05,"In the 1980s Japanese designers challenged the principles of Western fashion design by introducing clothing that draped and wrapped the body, concealing its contours and silhouette. \\Issey Miyake, Rei Kawakubo for Comme des Garcons, Yohji Yamamoto and other avant-garde Japanese designers rejected the idea that women’s clothing had to fit an idealized hourglass-shaped female body. Their innovative designs set new standards for shape and proportion and offered women a contemporary definition of ‘universal beauty’.The exhibition will consist of about 60 pieces from IMA’s collection and some loans from a private collection.",Internal,"","Niloo Imami-Paydar","Lara Huchteman",93484 | 93487 | 66459 | 91798 | 87523 | 81055 | 81056 | 81059 | 81052 | 93633 | 93999 | 93489 | 71380 | 86425 | 66467 | 66469 | 87559 | 93485 | 88521 | 88522 | 93486 | 67317 | 66463 | 93488 | 68333 | 93494 | 93495 | 89845 | 79236 | 93362 | 93490 | 93491 | 93493 | 93492 | 90516 | 89849 | 91808 | 89601 | 89846 | 94293 | 93481 | 93422 | 66542 | 71811 | 91811 | 84991 | 93482 | 93421 | 71810 | 91762 | 91799 | 91809 | 89847 | 87524 | 91810 | 86492 | 85029 | 85026
5284,EX2019.8,Exhibition,Completed,"47 Rōnin: A Tale of Honor and Loyalty","Appel Gallery",2019-07-19,2019-11-17,"On December 14, 1702, 47 samurai successfully attacked the villa of an important government official, Kira Kozukunosuke. They took his life to avenge the death of their lord, and after surrendering to the authorities, they were all ordered to commit seppuku. The event electrified Japan, and the famous playwright Chikamatsu Monazaemon immediately turned it into a drama for the stage. It remains the most famous historical tale in Japan. \This exhibition will use woodblock prints and paintings to illustrate the main and side stories; and also ask why this tale of murder and vengeance would be so popular in Japan",Internal,"","John Teramoto","Lara Huchteman",78966 | 63324 | 78967 | 78968 | 78969 | 78970 | 78971 | 33706 | 78972 | 78973 | 78974 | 53275 | 78975 | 53274 | 78976 | 52951 | 78977 | 50052 | 651 | 58984 | 91382 | 93636
