eevents_key,irn,AdmPublishWebNoPassword,EveEventNumber,EveTypeOfEvent,EveExhibitionStatus,EveEventTitle,EveEventDescription,EveInternalOrExternalEvent,DatCommencementDate,DatCompletionDate,SecRecordStatus,AdmDateModified,,,,,,,,,,,,,
5536,6989,No,PUB2024.15,Public Programs/Installations,Approved,"American Galleries Refresh -  K202, K203, K205, K207-K214","Reinstallation of the American Galleries will open in April 2023. We d like to implement twice-annual refresh/clean up PUB to address any clean-up needs and updates as needed.

We d like to address any clean-up needs. This could include the following:
 	Touch up paint as needed.",,,,,,,,,,,,,,,,,,
" 	Reprint/install damaged vinyl as needed.
 	Assess condition of furniture and address as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following:,,,,,,,,,,,,,,,,,,,,,,,,
" 	Adjust activity materials, as needed.
 	Add", remove, or adjust vinyl, labels, and/or didactics as needed.,,,,,,,,,,,,,,,,,,,,,
" 	Possible changes to response station prompt and/or design.
 	Possible changes to American Stories tool design and/or content.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel or change to clean-up as needed.""",Internal,10/23/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,,
5537,6990,No,PUB2024.16,Public Programs/Installations,Approved,Star Studio Clean Up - W206,"The project scope could include the following:
 	Upholstery cleaning",,,,,,,,,,,,,,,,,,
" 	Touch-up wall paint (including Star Studio Classroom)
 	Address issues with hardware or AV as needed ",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace lighting as needed
 	Maintenance activity materials as needed",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Renew image rights if needed.",Internal,11/4/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,,
5538,6991,No,PUB2024.17,Public Programs/Installations,Approved,The LUME Activity Space Clean Up - K410,"Due to the high volume expected for LUME, we d like to schedule a clean up of the activity space half-way through the run of the experience every year.

These cleanups will be specific to the tools installed, but could include:
 	Paint touchup",,,,,,,,,,,,,,,,,,
" 	Reprint of damaged graphics/vinyl
 	Creation of new graphics/instructions if needed"," to help guest behavior""",Internal,9/24/2024,,Active,8/7/2023,,,,,,,,,,,,,,,,,,,
5539,6767,No,PUB2024.18,Public Programs/Installations,Approved,Design Gallery Refresh - H302,"The project scope includes the following:
 	Create new videos for Channeling History and Nature. Should be implemented in conjunction with the rotation of the Mendini Chair and the Moraine sofa (submitted as rotation)",,,,,,,,,,,,,,,,,,
" 	Clean up materials wall, as needed
 	If COVID precautions are gone:",,,,,,,,,,,,,,,,,,,,,,,,,
"o	Reinstall furniture drawing activity ",,,,,,,,,,,,,,,,,,,,,,,,,
"o	Reinstall VR""",Internal,2/2/2024,,Active,6/2/2023,,,,,,,,,,,,,,,,,,,,
5540,7074,No,PUB2024.19,Public Programs/Installations,Approved,Art in Bloom - Campus,"Art in Bloom will include 50 floral installations inspired by works of art throughout the IMA Galleries and the Lilly House. In 2024 we will have 43 pedestal installations 40 inside the IMA and three in the Lilly House. There will also be seven showstoppers six inside the IMA and one inside of the greenhouse atrium.

In addition to the floral installations we will have the following programmatic elements for every day of the show during general admission hours: plant & orchid market in Deer Event Pavilion (will include a  Plant Hotel  for holding while guests are in the galleries), live music in Pulliam, live talks in the Toby at 12 PM and floral demonstrations in DeBoest theater at 1, 2, 3 and 4 PM EST on the hour.

We will also be hosting ticketed content including the opening reception on Wednesday, March 20th; Floral Arranging Classes in The Pop Up on Thursday, March 21st; Meet the Designer Happy Hour on Friday, March 22nd; and Art in Bloom in Six Courses on Saturday, March 23rd.

We will also be working with the Staff Appreciation Committee and Random Acts of Flowers to preserve as many flowers as possible during deinstall on Sunday so that on Monday, staff can donate their time to make flower installations for Random Acts of Flowers to distribute to local retirement homes.",Internal,3/18/2024,3/25/2024,Active,7/24/2023,,,,,,,,,,,,,
5541,7075,No,PUB2024.20,Public Programs/Installations,Approved,Women's History Month Mobile Tour,"This is a mobile self-guided tour to celebrate Women s History Month. The tour will be created by interpretation, curatorial, and the lab. Led by interpretation. Support from marketing needed for signage and promotional materials./ / In times past, this project led to the spontaneous installation of new acquisitions. Therefore, this PUB could involve more departments depending on the executive team review.",Internal,3/1/2024,4/1/2024,Active,7/24/2023,,,,,,,,,,,,,
5542,7076,No,PUB2024.21,Public Programs/Installations,Proposed,Indianapolis Public Library Story Walk - Fairbanks Park,"In collaboration with the Indianapolis Public Library (IPL), ANP and Public Programs are collaborating to bring a StoryWalk to the Virginia B. Fairbanks Art and Nature Park. The StoryWalk will feature  Wake Up, Woods  by Author Mike Homoya.  IPL has received permission from publisher, author, illustrator, and all other authorities for the use of the book in this way.  The Author will be present at the opening of the StoryWalk to give a walking lecture about spring ephemeral plants.",Internal,,,Active,7/24/2023,,,,,,,,,,,,,
5543,7077,No,PUB2024.22,Public Programs/Installations,Proposed,Summer Nights 2024 Poster Series - DeBoest Lecture Hall Hallway (F97),"Local artist designed movie posters inspired by the Summer Nights Film Series 2024 season film selections. The posters will be used to line the hallway that leads to The Amphitheater and promotes both our annual film series and local artists. Like the Bigger Picture Show, the posters will be up for a silent auction throughout the summer. Newfields will retain a percentage of the final sale with a minimum payment to the artists. 

20 27  x 40  posters with frames   15-17 posters of the films, the rest for promotion of the film series.",Internal,,,Active,7/24/2023,,,,,,,,,,,,,
5544,7078,No,PUB2024.23,Public Programs/Installations,Proposed,Contemporary AWC Refresh - W203,"Contemporary AWC (i.e. The Message is the Medium: Contemporary Art) will open July 2023 and will stay open until June or July 2025.  

Gallery 4 -Making Space 
The current space focuses on Miriam Schapiro. When her work is removed, the activity space will need to be refreshed to focus on a new artist or artists.  
Deinstall vinyl associated with Miriam Schapiro 
Image licensing for Miriam Schapiro content only 1 year. 
Paint touch up as needed.
Creation of new content and graphics. 
New supply storage possible   though the goal would be to reuse existing. 
New art supplies to purchase   though the goal would be to reuse existing. 
Licensing images likely. 

Gallery 6   April Bey 
If the video we create for this piece moves forward, then we will need to remove the video and furniture when this piece is deinstalled.  

Gallery 6 -Ross 
Remove slider label when piece is deinstalled.  
Image licensing is only needed for 1 year.  

Gallery 1   Art History Graphic 
Replace vinyl images as needed for things rotated off view. 

Gallery 8   TBM Content 
Though not listed above, it is likely that Nam June Paik s Who s Your Tree? will need to be removed. This will affect the interpretation in gallery 8. As of now, it seems that the team is aligned to retain the interpretation in gallery 8 and add content to explain the Paik s absence. 
Updating content and graphics possible 
Installing video possible. 
Updating interactives to remove call to action to see Paik.",Internal,,,Active,7/24/2023,,,,,,,,,,,,,
5545,7079,No,PUB2024.24,Public Programs/Installations,Approved,Clowes Ceiling Eclipse Media - Clowes Courtyard (C202),"In advance of and through the total solar eclipse on April 8, 2024, we propose adding a new audiovisual work into the existing Clowes Courtyard Digital Ceiling program, or to play between each cycle of the existing program (depending on details of agreement with Blockhouse Studios and internal plans for the future of Clowes Ceiling programming). This work will be developed internally by the Newfields Lab (Daniel Keller, lead developer), to tie in with and build anticipation for Newfields  eclipse celebration. 

We anticipate this work to have a runtime of 3-6 minutes, likely incorporating 3D assets from NASA s Scientific Visualization Studio (e.g., https://svs.gsfc.nasa.gov/4720) to create an artistic visual representation of a solar eclipse in space, set/synced to instrumental music that will play in the courtyard. Together, these elements will provide an immersive experience that guests have come to expect in the Clowes Courtyard. 

This is not a project that has been previously budgeted for a standalone project, but expenses should be covered within the eclipse project budget. Costs will be minimal. No new technology should need to be purchased. There is a possibility of licensing costs for music and one-time purchases of 3D textures to enhance the work.",Internal,3/12/2024,,Active,8/7/2023,,,,,,,,,,,,,
5546,7080,No,PUB2024.25,Public Programs/Installations,Approved,Davis Lab 140th Clean Up 1 - Davis Lab (K204),"The Davis Lab component of Newfields at 140: What s Past is Prologue will have a nomination section that will need to be replaced with revised content when we are no longer accepting nominations (tentatively from March to the end of the exhibition): 
 
Add, remove, and/or adjust vinyl or labels as needed. 
Touch up paint as needed. 
Remove furniture/activity materials.",Internal,3/5/2024,,Active,8/7/2023,,,,,,,,,,,,,
5547,7081,No,PUB2024.26,Public Programs/Installations,Proposed,Davis Lab 140th Clean Up 2 - Davis Lab (K204),"The Davis Lab component of Newfields at 140: What s Past is Prologue will have a nomination section that will need to be replaced with the recipients when they are announced (tentatively from May to the end of the exhibition): 
 
Add, remove, and/or adjust vinyl or labels as needed. (Content recipients  names, bios, photos won t be available until sections are made roughly in April/May) 
Touch up paint as needed.",Internal,,,Active,7/24/2023,,,,,,,,,,,,,
5548,7094,No,PUB2024.27,Public Programs/Installations,Approved,Fairbanks Park Label Refresh,"Fairbanks Park contains several artwork labels and interpretive signs that are outdated and/or have old branding. Over the course of the next year, these signs will be updated. This PUB is being submitted as a catch all record.",Internal,3/15/2024,,Active,8/7/2023,,,,,,,,,,,,,
5549,6993,No,PUB2025.1,Public Programs/Installations,Proposed,Design Lab Clean Up - H302,"The scope of this project could include:
 	Touch up paint",,,,,,,,,,,,,,,,,,
" 	Maintenance activity materials as needed.
 	Replace vinyl as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Clean glass
 	Maintenance of AV materials as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Renew image rights as needed",Internal,,,Active,1/25/2023,,,,,,,,,,,,,,,,,,,,
5550,6994,No,PUB2025.2,Public Programs/Installations,Proposed,Help Us Protect Clean Up - Help Us Protect Cart,"Project scope could include:
 	Clean up vinyl if necessary",,,,,,,,,,,,,,,,,,
" 	Clean up of activity materials
 	Renew images as needed. May 2025 ~$250 for Weegee image license. ",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Address remedial changes, if necessary
 	Reprint/update elevator posters"," if necessary""",Internal,,,Active,1/25/2023,,,,,,,,,,,,,,,,,,,
5551,6995,No,PUB2025.3,Public Programs/Installations,Proposed,Lilly House Clean Up - Lilly House Lower Level,"The Lilly House Lower Level Reinterpretation will open in March 2022. We d like to implement a yearly clean up after its opening. These items may include the following:

 	Add", remove, or adjust vinyl or labels as needed.,,,,,,,,,,,,,,,,
" 	Touch up paint as needed.
 	Adjust activity materials as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
" 	Assess condition of furniture and address as needed.

Can cancel if not needed.",Internal,,,Active,1/25/2023,,,,,,,,,,,,,,,,,,,,
5552,6996,No,PUB2025.4,Public Programs/Installations,Proposed,"American Galleries Refresh -  K202, K203, K205, K207-K214","Reinstallation of the American Galleries will open in April 2023. We d like to implement twice-annual refresh/clean up PUB to address any clean-up needs and updates as needed.

We d like to address any clean-up needs. This could include the following:
 	Touch up paint as needed.",,,,,,,,,,,,,,,,,,
" 	Reprint/install damaged vinyl as needed.
 	Assess condition of furniture and address as needed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
This PUB may also need to address any remedial changes needed in response to evaluation and/or feedback on interpretation tools. These changes are to be determined, but may include the following:,,,,,,,,,,,,,,,,,,,,,,,,
" 	Adjust activity materials, as needed.
 	Add", remove, or adjust vinyl, labels, and/or didactics as needed.,,,,,,,,,,,,,,,,,,,,,
" 	Possible changes to response station prompt and/or design.
 	Possible changes to American Stories tool design and/or content.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Can cancel or change to clean-up as needed.""",Internal,,,Active,1/25/2023,,,,,,,,,,,,,,,,,,,,
5553,6997,No,PUB2025.5,Public Programs/Installations,Proposed,Asian Arts Activity Space Clean Up - K308,"The project scope includes the following:
 	Repaint as needed",,,,,,,,,,,,,,,,,,
" 	Replace materials as needed 
 	Image rights renewal", as needed,,,,,,,,,,,,,,,,,,,,,,,,
" 	Replace vinyl, as needed
 	Address remedial changes"," as needed (i.e. additional instructions for activities/guest behavior)""",Internal,,,Active,1/25/2023,,,,,,,,,,,,,,,,,,,
5554,6998,No,PUB2025.6,Public Programs/Installations,Proposed,Clowes Pavilion Clean Up - Clowes Pavilion,"Project scope could include:
 	General clean up of interpretation", as needed. ,,,,,,,,,,,,,,,,,
" 	Touch up paint as needed
 	Maintenance to tech or digital components as needed.""",Internal,,,Active,1/25/2023,,,,,,,,,,,,,,,,,,,,
5555,6999,No,PUB2025.7,Public Programs/Installations,Proposed,Star Studio Clean Up - W206,"The hope was that current iteration of the digital garden would see us through to the Children s Garden when the life of Star would likely alter and/or close. But after recent discussion with Katie Haigh, the Children s Garden will likely not happen for a while, so we d like to propose a revamp to the digital garden in 2025.  

The project scope includes the following:
 	Work with Newfields lab to make changes to digital garden. Please include lab rep (i.e. Sami Norling) in feedback form email.",,,,,,,,,,,,,,,,,,
