irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"92581","Loan Exhibition","TR12197/111","Alfred C. Kinsey","Artist: Irving Penn (American, 1917 - 2009)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/111] *Alfred C. Kinsey*, Penn, Irving",No,88825
"92582","Loan Exhibition","TR12197/112","Embrace","Artist: Robert Mapplethorpe (American, 1946 - 1989)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/112] *Embrace*, Mapplethorpe, Robert",No,88826
"92583","Loan Exhibition","TR12197/113","Colin Streeter","Artist: Robert Mapplethorpe (American, 1946 - 1989)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/113] *Colin Streeter*, Mapplethorpe, Robert",No,88827
"92584","Loan Exhibition","TR12197/114","Djimon","Artist: Herb Ritts (American)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/114] *Djimon*, Ritts, Herb",No,88828
"92585","Loan Exhibition","TR12197/115","Greg Luganis","Artist: Herb Ritts (American)","","Visual Works: Photographs","gelatin silver print","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/115] *Greg Luganis*, Ritts, Herb",No,88829
"92587","Loan Exhibition","TR12197/117","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/117] *George Platt Lynes Letter*, Lynes, George Platt",No,88831
"92588","Loan Exhibition","TR12197/118","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/118] *George Platt Lynes Letter*, Lynes, George Platt",No,88832
"92589","Loan Exhibition","TR12197/119","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/119] *George Platt Lynes Letter*, Lynes, George Platt",No,88833
"92590","Loan Exhibition","TR12197/120","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/120] *George Platt Lynes Letter*, Lynes, George Platt",No,88834
"92591","Loan Exhibition","TR12197/121","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/121] *George Platt Lynes Letter*, Lynes, George Platt",No,88835
"92592","Loan Exhibition","TR12197/122","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/122] *George Platt Lynes Letter*, Lynes, George Platt",No,88836
"92593","Loan Exhibition","TR12197/123","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/123] *George Platt Lynes Letter*, Lynes, George Platt",No,88837
"92594","Loan Exhibition","TR12197/124","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/124] *George Platt Lynes Letter*, Lynes, George Platt",No,88838
"92595","Loan Exhibition","TR12197/125","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/125] *George Platt Lynes Letter*, Lynes, George Platt",No,88839
"92596","Loan Exhibition","TR12197/126","George Platt Lynes Letter","Artist: George P. Lynes (American, 1907 - 1956)","","Visual Works: Prints","ink on paper","From the Collections of the Kinsey Institute, Indiana University","Returned - [TR12197/126] *George Platt Lynes Letter*, Lynes, George Platt",No,88840
"9260","Accessioned","73.2.8","Cabinet","Artist: Jean Lepautre (French, 1618 - 1682)","","Visual Works: Prints","engraving","Director's Discretionary Fund","[73.2.8] *Cabinet*, Lepautre, Jean",Yes,63459
"92725","Non-Accessioned IMA-Owned","TR12196","8 x 10 studio camera prop","Creator: Cambo","","Equipment","steel, glass, aluminum, vinyl","","Returned - [TR12196] *8 x 10 studio camera prop*, Cambo",No,88963
"92747","Loan Exhibition","TR12206/1","Women's red velvet turban with plastic fruit","Artist: Mr. Benjamin B. Green-Field","","Costume Accessories","velvet, plastic, buckram","Courtesy of Chicago History Museum, Gift of Benjamin B. Green-Field","[TR12206/1] *Women's red velvet turban with plastic fruit*, Green-Field, Mr. Benjamin B.",No,88983
"92748","Loan Exhibition","TR12206/2","Women's cone-styled hat covered with faux gemstones","Artist: Mr. Benjamin B. Green-Field","","Costume Accessories","faux gemstones, velvet, buckram","Courtesy of Chicago History Museum, Gift of Benjamin B. Green-Field","[TR12206/2] *Women's cone-styled hat covered with faux gemstones*, Green-Field, Mr. Benjamin B.",No,88984
"92749","Loan Exhibition","TR12206/3","Women's hat of woven natural straw trimmed with the figure of a man, donkey and tree","Artist: Mr. Benjamin B. Green-Field","","Costume Accessories","","Courtesy of Chicago History Museum, Gift of Benjamin B. Green-Field","[TR12206/3] *Women's hat of woven natural straw trimmed with the figure of a man, donkey and tree*, Green-Field, Mr. Benjamin B.",No,88985
"92750","Loan Exhibition","TR12206/4","Women's velvet cap with molecular structure of silver rods and balls atop","Artist: Mr. Benjamin B. Green-Field","","Costume Accessories","metal, rhinestones, beads, velvet","Courtesy of Chicago History Museum, Gift of Benjamin B. Green-Field","[TR12206/4] *Women's velvet cap with molecular structure of silver rods and balls atop*, Green-Field, Mr. Benjamin B.",No,88986
"92751","Loan Exhibition","TR12206/5","Women's hat with feather trim","Artist: Mr. Benjamin B. Green-Field","","Costume Accessories","birds with feathers, felt, wool","Courtesy of Chicago History Museum, Gift of Mrs. G. Edward Hiscox","[TR12206/5] *Women's hat with feather trim*, Green-Field, Mr. Benjamin B.",No,88987
"92752","Loan Exhibition","TR12206/6","Women's cone-shaped hat trimmed with fuzzy bumble bees","Artist: Mr. Benjamin B. Green-Field","","Costume Accessories","metal wire, plastic tubing, buckram","Courtesy of Chicago History Museum, Gift of Mr. Edward Klein","[TR12206/6] *Women's cone-shaped hat trimmed with fuzzy bumble bees*, Green-Field, Mr. Benjamin B.",No,88988
"92753","Loan Exhibition","TR12206/7A-B","hat box","Artist: Mr. Benjamin B. Green-Field","","Containers","","Courtesy of Chicago History Museum","[TR12206/7A-B] *hat box*, Green-Field, Mr. Benjamin B.",No,88989
"9276","Accessioned","73.2.30","Interior elevation of a large room","Artist: Pierre Lepautre (French, 1660 - 1744)","","Visual Works: Prints","engraving","Director's Discretionary Fund","[73.2.30] *Interior elevation of a large room*, Lepautre, Pierre",Yes,63480
"92776","Loan Exhibition","TR12191/2A.1-.2","Candelabrum from Contemporary Group Candelabra and Centerpiece Bowl","Designer: Robert H. Ramp (American, 1920 - )\\Manufacturer: Reed & Barton (American)","","Furnishings","","Lent by Martin K. Webb and Charles L. Venable","[TR12191/2A.1-.2] *Candelabrum from Contemporary Group Candelabra and Centerpiece Bowl*, Ramp, Robert H., Reed & Barton",No,89011
"92777","Loan Exhibition","TR12191/2B.1-.2","Candelabrum from Contemporary Group Candelabra and Centerpiece Bowl","Designer: Robert H. Ramp (American, 1920 - )\\Manufacturer: Reed & Barton (American)","","Furnishings","","Lent by Martin K. Webb and Charles L. Venable","[TR12191/2B.1-.2] *Candelabrum from Contemporary Group Candelabra and Centerpiece Bowl*, Ramp, Robert H., Reed & Barton",No,89012
"92778","Loan Exhibition","TR12191/2C","Centerpiece bowl from Contemporary Group Candelabra and Centerpiece Bowl","Designer: Robert H. Ramp (American, 1920 - )\\Manufacturer: Reed & Barton (American)","","Furnishings","","Lent by Martin K. Webb and Charles L. Venable","[TR12191/2C] *Centerpiece bowl from Contemporary Group Candelabra and Centerpiece Bowl*, Ramp, Robert H., Reed & Barton",No,89013
"9278","Accessioned","73.2.32","Fireplace design","Artist: Francois d. Poilly the younger (French, 1671 - 1723)","","Visual Works: Prints","engraving","Director's Discretionary Fund","[73.2.32] *Fireplace design*, Poilly, Francois de the younger",Yes,63444
"92780","Loan Exhibition","TR12191/7A-C","The Diamond Coffee Set","Manufacturer: Reed & Barton (American)\\Creator: John Prip (American, 1922 - 2009)","","Furnishings","silver and plastic","Lent by Martin K. Webb and Charles L. Venable","[TR12191/7A-C] *The Diamond Coffee Set*, Reed & Barton, Prip, John",No,89017
"92781","Loan Exhibition","TR12191/7A","Coffee Pot from The Diamond Coffee Set","Manufacturer: Reed & Barton (American)\\Creator: John Prip (American, 1922 - 2009)","","Furnishings","silver and plastic","Lent by Martin K. Webb and Charles L. Venable","[TR12191/7A] *Coffee Pot from The Diamond Coffee Set*, Reed & Barton, Prip, John",No,89014
"92782","Loan Exhibition","TR12191/7B","Creamer from The Diamond Coffee Set","Manufacturer: Reed & Barton (American)\\Creator: John Prip (American, 1922 - 2009)","","Furnishings","silver and plastic","Lent by Martin K. Webb and Charles L. Venable","[TR12191/7B] *Creamer from The Diamond Coffee Set*, Reed & Barton, Prip, John",No,89015
"92783","Loan Exhibition","TR12191/7C.1-.2","Sugar Bowl with Lid from The Diamond Coffee Set","Manufacturer: Reed & Barton (American)\\Creator: John Prip (American, 1922 - 2009)","","Furnishings","silver and plastic","Lent by Martin K. Webb and Charles L. Venable","[TR12191/7C.1-.2] *Sugar Bowl with Lid from The Diamond Coffee Set*, Reed & Barton, Prip, John",No,89016
"92791","Consideration","TR12179A","teapot for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179A] *teapot for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89020
"92792","Consideration","TR12179B","coffee pot for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179B] *coffee pot for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89021
"92793","Consideration","TR12179C.1","sugar bowl for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179C.1] *sugar bowl for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89022
"92794","Consideration","TR12179C.2","lid for sugar bowl for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179C.2] *lid for sugar bowl for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89023
"92795","Consideration","TR12179D","creamer for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179D] *creamer for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89024
"92796","Consideration","TR12179E","waste bowl for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179E] *waste bowl for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89025
"92799","Consideration","TR12179F","tray insert for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179F] *tray insert for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89033
"92800","Consideration","TR12179G","tray for 'Dimension' tea and coffee service","Designer: John Prip (American, 1922 - 2009)\\Manufacturer: Reed & Barton (American)","","Containers","silver","Promised Gift of Martin K. Webb and Charles L. Venable in honor of Pat and Jim LaCrosse","[TR12179G] *tray for 'Dimension' tea and coffee service*, Prip, John, Reed & Barton",No,89034
